"AptName"	"SeqId"	"SeqIdVersion"	"SomaId"	"TargetFullName"	"Target"	"UniProt"	"EntrezGeneID"	"EntrezGeneSymbol"	"Organism"	"Units"	"Type"	"Dilution"	"PlateScale_Reference"	"CalReference"	"Cal_Example_Adat_Set001"	"ColCheck"	"CalQcRatio_Example_Adat_Set001_170255"	"QcReference_170255"	"Cal_Example_Adat_Set002"	"CalQcRatio_Example_Adat_Set002_170255"	"Dilution2"
"seq.7180.114"	"7180-114"	3	"SL018074"	"Interferon alpha-14"	"IFN14"	"P01570"	"3448"	"IFNA14"	"Human"	"RFU"	"Protein"	"20"	496	496	1.03011423	"PASS"	0.994	493.5	1.04751848	0.964	0.2
"seq.7181.17"	"7181-17"	3	"SL010829"	"Vesicle-associated membrane protein-associated protein B/C"	"VAPB"	"O95292"	"9217"	"VAPB"	"Human"	"RFU"	"Protein"	"20"	335.4	335.4	1.00149298	"PASS"	1.006	240.2	1.01728844	0.944	0.2
"seq.7183.102"	"7183-102"	3	"SL018132"	"Angiopoietin-like protein 8"	"TD26"	"Q6UXH0"	"55908"	"C19orf80"	"Human"	"RFU"	"Protein"	"20"	841.9	841.9	1.02770996	"PASS"	1.038	589.9	0.97004263	1.007	0.2
"seq.7184.13"	"7184-13"	3	"SL014937"	"Carcinoembryonic antigen-related cell adhesion molecule 7"	"CEAM7"	"Q14002"	"1087"	"CEACAM7"	"Human"	"RFU"	"Protein"	"20"	922.5	922.5	1.00731601	"PASS"	0.974	1018.5	0.96809739	1.014	0.2
"seq.7185.29"	"7185-29"	3	"SL006482"	"Platelet glycoprotein V"	"GPV"	"P40197"	"2814"	"GP5"	"Human"	"RFU"	"Protein"	"0.5"	17167.7	17167.7	1.00597101	"PASS"	0.983	14053.8	0.91818649	1.002	0.005
"seq.7186.111"	"7186-111"	3	"SL018100"	"Syntaxin-3"	"STX3"	"Q13277"	"6809"	"STX3"	"Human"	"RFU"	"Protein"	"20"	587.3	587.3	0.99525504	"PASS"	1.025	622.4	0.96930186	1.02	0.2
"seq.7187.3"	"7187-3"	3	"SL018119"	"Protein phosphatase 1L"	"PPM1L"	"Q5SGD2"	"151742"	"PPM1L"	"Human"	"RFU"	"Protein"	"20"	381.6	381.6	1.00845666	"PASS"	0.964	1157.9	0.97025172	0.951	0.2
"seq.7189.55"	"7189-55"	3	"SL018098"	"Carbohydrate sulfotransferase 3"	"CHST3"	"Q7LGC8"	"9469"	"CHST3"	"Human"	"RFU"	"Protein"	"20"	444	444	1.05263158	"PASS"	1.02	437.1	1.1167002	0.9	0.2
"seq.7191.32"	"7191-32"	3	"SL018128"	"Sarcolemmal membrane-associated protein"	"SLMAP"	"Q14BN4"	"7871"	"SLMAP"	"Human"	"RFU"	"Protein"	"20"	690.1	690.1	0.96571509	"FLAG"	0.904	736.2	6.50424128	0.278	0.2
"seq.7192.37"	"7192-37"	3	"SL004524"	"Interferon lambda receptor 1"	"CRF2-12"	"Q8IU57"	"163702"	"IFNLR1"	"Human"	"RFU"	"Protein"	"20"	703.2	703.2	0.99308007	"PASS"	0.957	682.5	0.98404702	0.978	0.2
"seq.7193.98"	"7193-98"	3	"SL018124"	"Protocadherin alpha-C1"	"PCDC1"	"Q9H158"	"56135"	"PCDHAC1"	"Human"	"RFU"	"Protein"	"20"	438.9	438.9	1.05530176	"PASS"	0.954	479.7	1.045	0.976	0.2
"seq.7194.36"	"7194-36"	3	"SL008497"	"Neuroplastin"	"NPTN"	"Q9Y639"	"27020"	"NPTN"	"Human"	"RFU"	"Protein"	"20"	5180.3	5180.3	0.99062972	"PASS"	0.911	5976.7	0.94773143	0.989	0.2
"seq.7196.21"	"7196-21"	3	"SL004547"	"Interferon omega-1"	"IFN-w"	"P05000"	"3467"	"IFNW1"	"Human"	"RFU"	"Protein"	"20"	1463.9	1463.9	1.04169928	"PASS"	0.963	511.3	0.97165804	1.051	0.2
"seq.7197.2"	"7197-2"	3	"SL018091"	"DnaJ homolog subfamily C member 15"	"DJC15"	"Q9Y5T4"	"29103"	"DNAJC15"	"Human"	"RFU"	"Protein"	"20"	254.8	254.8	1.00473186	"PASS"	0.976	254.6	1.05419942	0.985	0.2
"seq.7198.197"	"7198-197"	3	"SL012378"	"Glycosaminoglycan xylosylkinase"	"FA20B"	"O75063"	"9917"	"FAM20B"	"Human"	"RFU"	"Protein"	"0.5"	821.1	821.1	1.02126866	"PASS"	0.994	829.7	0.900724	1.002	0.005
"seq.7199.3"	"7199-3"	3	"SL018106"	"Synapsin-3"	"SYN3"	"O14994"	"8224"	"SYN3"	"Human"	"RFU"	"Protein"	"20"	162.5	162.5	1.04501608	"PASS"	1.095	151.6	1.03900256	0.972	0.2
"seq.7200.4"	"7200-4"	3	"SL018112"	"Leucine-rich repeat and fibronectin type-III domain-containing protein 2"	"LRFN2"	"Q9ULH4"	"57497"	"LRFN2"	"Human"	"RFU"	"Protein"	"20"	611.5	611.5	0.9273582	"PASS"	0.987	448.4	0.96756329	1.019	0.2
"seq.7201.5"	"7201-5"	3	"SL018102"	"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial"	"ISCU"	"Q9H1K1"	"23479"	"ISCU"	"Human"	"RFU"	"Protein"	"20"	314.9	314.9	1.02975801	"PASS"	0.964	328.8	1.05317726	0.939	0.2
"seq.7202.107"	"7202-107"	3	"SL012550"	"Semaphorin-6C"	"SEMA6C"	"Q9H3T2"	"10500"	"SEMA6C"	"Human"	"RFU"	"Protein"	"20"	422.4	422.4	1.03352092	"PASS"	0.998	362	1.01930502	0.994	0.2
"seq.7203.125"	"7203-125"	3	"SL008366"	"Beta-1,3-N-acetylglucosaminyltransferase radical fringe"	"RFNG"	"Q9Y644"	"5986"	"RFNG"	"Human"	"RFU"	"Protein"	"20"	1452.3	1452.3	1.02832259	"PASS"	0.981	1430.5	1.0503363	0.984	0.2
"seq.7204.1"	"7204-1"	3	"SL018076"	"Carcinoembryonic antigen-related cell adhesion molecule 21"	"CEA21"	"Q3KPI0"	"90273"	"CEACAM21"	"Human"	"RFU"	"Protein"	"20"	636.7	636.7	1.01256361	"PASS"	0.934	14229.7	1.0111164	0.936	0.2
"seq.7206.20"	"7206-20"	3	"SL007096"	"Fructose-1,6-bisphosphatase 1"	"F16P1"	"P09467"	"2203"	"FBP1"	"Human"	"RFU"	"Protein"	"0.5"	6608	6608	1.02314779	"PASS"	0.996	8740.1	1.00119695	1.01	0.005
"seq.7207.4"	"7207-4"	3	"SL007390"	"Protein Red"	"RED"	"Q13123"	"3550"	"IK"	"Human"	"RFU"	"Protein"	"20"	474.1	474.1	1.0651539	"PASS"	0.964	509.6	1.03379852	0.952	0.2
"seq.7208.60"	"7208-60"	3	"SL018111"	"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C"	"MGT4C"	"Q9UBM8"	"25834"	"MGAT4C"	"Human"	"RFU"	"Protein"	"20"	362.2	362.2	0.97417967	"PASS"	1.031	471.8	0.93567554	0.968	0.2
"seq.7210.25"	"7210-25"	3	"SL004470"	"Amyloid-like protein 1"	"Amyloid-like protein 1"	"P51693"	"333"	"APLP1"	"Human"	"RFU"	"Protein"	"0.5"	2545.4	2545.4	0.90532081	"PASS"	1.075	2795.7	0.93684211	1.052	0.005
"seq.7211.2"	"7211-2"	3	"SL005355"	"Ribonuclease pancreatic"	"RNase 1"	"P07998"	"6035"	"RNASE1"	"Human"	"RFU"	"Protein"	"20"	734.1	734.1	1.02656971	"PASS"	0.884	729	0.95275795	1.013	0.2
"seq.7215.18"	"7215-18"	3	"SL003669"	"NADH-cytochrome b5 reductase 3"	"NADH-cytochrome b5 reductase"	"P00387"	"1727"	"CYB5R3"	"Human"	"RFU"	"Protein"	"20"	2229.9	2229.9	0.89231693	"PASS"	0.97	8659.2	0.97940091	0.942	0.2
"seq.7218.87"	"7218-87"	3	"SL018093"	"Sodium/potassium-transporting ATPase subunit beta-2"	"AT1B2"	"P14415"	"482"	"ATP1B2"	"Human"	"RFU"	"Protein"	"20"	4791.1	4791.1	0.99439613	"PASS"	0.903	5242	0.97979509	0.991	0.2
"seq.7219.152"	"7219-152"	3	"SL000451"	"Heat shock 70 kDa protein 1A"	"HSP 70"	"P0DMV8"	"3303"	"HSPA1A"	"Human"	"RFU"	"Protein"	"20"	659.1	659.1	0.97658912	"PASS"	0.953	593.4	0.95245665	0.96	0.2
"seq.7221.56"	"7221-56"	3	"SL009149"	"Cytoskeleton-associated protein 4"	"CKAP4"	"Q07065"	"10970"	"CKAP4"	"Human"	"RFU"	"Protein"	"20"	506.2	506.2	1.08231773	"PASS"	1.08	434	1.06277556	1.023	0.2
"seq.7223.60"	"7223-60"	3	"SL005105"	"Protein S100-A13"	"S100A13"	"Q99584"	"6284"	"S100A13"	"Human"	"RFU"	"Protein"	"0.5"	3229.5	3229.5	0.9406676	"PASS"	1.036	4671.8	0.94946199	0.989	0.005
"seq.7224.11"	"7224-11"	3	"SL007489"	"T-cell receptor-associated transmembrane adapter 1"	"TRAT1"	"Q6PIZ9"	"50852"	"TRAT1"	"Human"	"RFU"	"Protein"	"20"	355.3	355.3	1.0779733	"PASS"	0.968	342	1.03045244	0.98	0.2
"seq.7225.51"	"7225-51"	3	"SL016479"	"Membrane magnesium transporter 1"	"MMGT1"	"Q8N4V1"	"93380"	"MMGT1"	"Human"	"RFU"	"Protein"	"20"	408	408	1.00517369	"PASS"	0.962	362.5	1.31868132	0.944	0.2
"seq.7227.75"	"7227-75"	3	"SL008509"	"Cochlin"	"COCH"	"O43405"	"1690"	"COCH"	"Human"	"RFU"	"Protein"	"20"	6837.9	6837.9	0.99509576	"PASS"	0.998	7657.3	0.98772191	1.012	0.2
"seq.7228.2"	"7228-2"	3	"SL018113"	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6"	"SIA7F"	"Q969X2"	"30815"	"ST6GALNAC6"	"Human"	"RFU"	"Protein"	"20"	2818.4	2818.4	0.98092719	"PASS"	1.005	3199.5	0.92442928	0.999	0.2
"seq.7231.37"	"7231-37"	3	"SL018101"	"Transmembrane protease serine 11A"	"TM11A"	"Q6ZMR5"	"339967"	"TMPRSS11A"	"Human"	"RFU"	"Protein"	"20"	511.2	511.2	1.04283966	"PASS"	1.035	488.9	1.08742821	0.954	0.2
"seq.7233.73"	"7233-73"	3	"SL018118"	"P2X purinoceptor 6"	"P2RX6"	"O15547"	"9127"	"P2RX6"	"Human"	"RFU"	"Protein"	"20"	990.8	990.8	1.05662792	"PASS"	1.018	903.5	1.05911277	0.988	0.2
"seq.7234.12"	"7234-12"	3	"SL018078"	"Procollagen galactosyltransferase 2"	"GT252"	"Q8IYK4"	"23127"	"COLGALT2"	"Human"	"RFU"	"Protein"	"20"	498.7	498.7	1.07201204	"PASS"	0.987	478.1	0.98498914	0.974	0.2
"seq.7240.2"	"7240-2"	3	"SL018099"	"Membrane-bound transcription factor site-1 protease"	"MBTP1"	"Q14703"	"8720"	"MBTPS1"	"Human"	"RFU"	"Protein"	"20"	578.6	578.6	1.00329461	"PASS"	1.046	372	0.99398729	1.007	0.2
"seq.7242.14"	"7242-14"	3	"SL012670"	"V-set and transmembrane domain-containing protein 4"	"CJ072"	"Q8IW00"	"196740"	"VSTM4"	"Human"	"RFU"	"Protein"	"20"	1357.6	1357.6	1.16802891	"FLAG"	1.088	1114.6	1.14064863	1.255	0.2
"seq.7244.16"	"7244-16"	3	"SL008385"	"IGF-like family receptor 1"	"TM149"	"Q9H665"	"79713"	"IGFLR1"	"Human"	"RFU"	"Protein"	"20"	2302.3	2302.3	0.99753033	"PASS"	0.985	2025.8	0.93791502	0.991	0.2
"seq.7245.2"	"7245-2"	3	"SL018136"	"CUGBP Elav-like family member 2"	"CELF2"	"O95319"	"10659"	"CELF2"	"Human"	"RFU"	"Protein"	"20"	931.9	931.9	1.01891537	"PASS"	0.927	1123.3	1.08777869	1.024	0.2
"seq.7246.4"	"7246-4"	3	"SL008818"	"FRAS1-related extracellular matrix protein 2"	"FREM2"	"Q5SZK8"	"341640"	"FREM2"	"Human"	"RFU"	"Protein"	"20"	401.9	401.9	1.06014244	"PASS"	1.064	293.5	0.98408423	1.124	0.2
"seq.7247.1"	"7247-1"	3	"SL018123"	"RAB6-interacting golgin"	"GORAB"	"Q5T7V8"	"92344"	"GORAB"	"Human"	"RFU"	"Protein"	"20"	336.2	336.2	1.02844907	"PASS"	0.998	294.9	1.1609116	0.987	0.2
"seq.7249.307"	"7249-307"	3	"SL007682"	"Bcl-2-like protein 10"	"B2L10"	"Q9HD36"	"10017"	"BCL2L10"	"Human"	"RFU"	"Protein"	"20"	998.2	998.2	1.01877934	"PASS"	1.023	939.8	1.0519549	0.99	0.2
"seq.7251.64"	"7251-64"	3	"SL012818"	"Complement C1q tumor necrosis factor-related protein 3"	"C1QT3"	"Q9BXJ4"	"114899"	"C1QTNF3"	"Human"	"RFU"	"Protein"	"0.5"	1896.7	1896.7	0.97496659	"PASS"	0.974	1903.1	1.10478798	0.972	0.005
"seq.7253.6"	"7253-6"	3	"SL018137"	"Protein quaking"	"QKI"	"Q96PU8"	"9444"	"QKI"	"Human"	"RFU"	"Protein"	"20"	1043.5	1043.5	0.96925506	"PASS"	1.086	656	0.8740263	1.15	0.2
"seq.7257.18"	"7257-18"	3	"SL012764"	"Tuberoinfundibular peptide of 39 residues"	"TIP39"	"Q96A98"	"113091"	"PTH2"	"Human"	"RFU"	"Protein"	"20"	465.8	465.8	1.01725268	"PASS"	1.002	429	1.01085069	0.986	0.2
"seq.7258.5"	"7258-5"	3	"SL004558"	"Bone marrow proteoglycan"	"EMBP"	"P13727"	"5553"	"PRG2"	"Human"	"RFU"	"Protein"	"20"	252	252	0.9878479	"PASS"	0.988	238.6	0.96811371	1.003	0.2
"seq.7262.191"	"7262-191"	3	"SL018097"	"Carbohydrate sulfotransferase 14"	"CHSTE"	"Q8NCH0"	"113189"	"CHST14"	"Human"	"RFU"	"Protein"	"20"	379.8	379.8	1.05676127	"PASS"	1.004	396	1.10987726	0.964	0.2
"seq.7265.32"	"7265-32"	3	"SL008892"	"Osteocrin"	"OSTN"	"P61366"	"344901"	"OSTN"	"Human"	"RFU"	"Protein"	"20"	652	652	1.01716069	"PASS"	1.027	251.6	1.01954652	1.013	0.2
"seq.7266.4"	"7266-4"	3	"SL012652"	"Serpin A9"	"SPA9"	"Q86WD7"	"327657"	"SERPINA9"	"Human"	"RFU"	"Protein"	"20"	1969.1	1969.1	0.95125604	"PASS"	1.041	2399.6	0.88798196	1.011	0.2
"seq.7267.2"	"7267-2"	3	"SL006400"	"Serine palmitoyltransferase 2"	"LCB2"	"O15270"	"9517"	"SPTLC2"	"Human"	"RFU"	"Protein"	"20"	649.8	649.8	1.07121662	"PASS"	0.961	848.6	1.15029209	0.918	0.2
"seq.7551.33"	"7551-33"	4	"SL016455"	"Leucine-rich repeat-containing protein 32"	"LRC32"	"Q14392"	"2615"	"LRRC32"	"Human"	"RFU"	"Protein"	"20"	2663.6	2663.6	1.00090185	"PASS"	0.932	2431	0.95768166	0.989	0.2
"seq.7624.19"	"7624-19"	3	"SL014896"	"Ankyrin-2"	"ANK2"	"Q01484"	"287"	"ANK2"	"Human"	"RFU"	"Protein"	"20"	527.2	527.2	1.01404116	"PASS"	1.034	414.7	0.99754021	1.008	0.2
"seq.7625.27"	"7625-27"	3	"SL008071"	"14-3-3 protein theta"	"14-3-3 protein theta"	"P27348"	"10971"	"YWHAQ"	"Human"	"RFU"	"Protein"	"0.5"	822.8	822.8	0.94476978	"PASS"	1.016	737.7	1.01542639	0.985	0.005
"seq.7628.40"	"7628-40"	3	"SL012774"	"Cysteine-rich with EGF-like domain protein 1"	"CREL1"	"Q96HD1"	"78987"	"CRELD1"	"Human"	"RFU"	"Protein"	"0.5"	1747.9	1747.9	0.97013931	"PASS"	1.03	1275.3	1.00731904	0.994	0.005
"seq.7638.30"	"7638-30"	3	"SL005403"	"Vesicular integral-membrane protein VIP36"	"Lectin, mannose-binding 2"	"Q12907"	"10960"	"LMAN2"	"Human"	"RFU"	"Protein"	"0.5"	12156.4	12156.4	1.14740389	"PASS"	1.079	17402.4	0.96699625	1.007	0.005
"seq.7648.9"	"7648-9"	3	"SL017328"	"Myosin-binding protein C, slow-type"	"MYPC1"	"Q00872"	"4604"	"MYBPC1"	"Human"	"RFU"	"Protein"	"20"	3630.8	3630.8	0.99408608	"PASS"	0.953	2546.6	0.97410995	0.998	0.2
"seq.7655.11"	"7655-11"	3	"SL002785"	"N-terminal pro-BNP"	"N-terminal pro-BNP"	"P16860"	"4879"	"NPPB"	"Human"	"RFU"	"Protein"	"20"	2492.5	2492.5	0.9789482	"PASS"	1.005	1237.1	0.87956101	1.025	0.2
"seq.7696.3"	"7696-3"	3	"SL004606"	"Next to BRCA1 gene 1 protein"	"NBR1"	"Q14596"	"4077"	"NBR1"	"Human"	"RFU"	"Protein"	"20"	923.1	923.1	1.04163846	"PASS"	1.008	971.1	0.96609105	0.976	0.2
"seq.7713.102"	"7713-102"	3	"SL018148"	"Fragile X mental retardation protein 1"	"FMR1"	"Q06787"	"2332"	"FMR1"	"Human"	"RFU"	"Protein"	"20"	793.8	793.8	1.03778272	"PASS"	0.98	1013.6	1.02970554	0.992	0.2
"seq.7717.95"	"7717-95"	3	"SL013741"	"Cystic fibrosis transmembrane conductance regulator"	"CFTR"	"P13569"	"1080"	"CFTR"	"Human"	"RFU"	"Protein"	"20"	3153.3	3153.3	0.95979181	"PASS"	1.09	3053.2	0.93072609	1.012	0.2
"seq.7732.45"	"7732-45"	3	"SL018228"	"Vesicle-associated membrane protein 4"	"VAMP4"	"O75379"	"8674"	"VAMP4"	"Human"	"RFU"	"Protein"	"20"	337.2	337.2	1.04428616	"PASS"	0.945	378.6	1.06271667	0.953	0.2
"seq.7736.28"	"7736-28"	3	"SL018248"	"Opalin"	"OPALI"	"Q96PE5"	"93377"	"OPALIN"	"Human"	"RFU"	"Protein"	"20"	911.9	911.9	0.99519808	"PASS"	1.023	694.2	0.99672095	1.047	0.2
"seq.7737.76"	"7737-76"	3	"SL013747"	"Integrin beta-6"	"ITB6"	"P18564"	"3694"	"ITGB6"	"Human"	"RFU"	"Protein"	"20"	1868	1868	0.98398651	"PASS"	0.939	491	1.10109048	0.946	0.2
"seq.7738.299"	"7738-299"	3	"SL013588"	"Syntaxin-2"	"STX2"	"P32856"	"2054"	"STX2"	"Human"	"RFU"	"Protein"	"20"	954.8	954.8	1.03277447	"PASS"	0.941	1246.1	1.08846329	0.969	0.2
"seq.7740.33"	"7740-33"	3	"SL018229"	"Fetal and adult testis-expressed transcript protein"	"FATE1"	"Q969F0"	"89885"	"FATE1"	"Human"	"RFU"	"Protein"	"20"	761.1	761.1	1.02477447	"PASS"	1.046	702.7	1.03004466	1.011	0.2
"seq.7741.111"	"7741-111"	3	"SL018235"	"RNA polymerase-associated protein RTF1 homolog"	"RTF1"	"Q92541"	"23168"	"RTF1"	"Human"	"RFU"	"Protein"	"20"	769.1	769.1	1.03359763	"PASS"	1.066	618.9	0.97292853	1.017	0.2
"seq.7742.11"	"7742-11"	3	"SL018239"	"RING finger protein 148"	"RN148"	"Q8N7C7"	"378925"	"RNF148"	"Human"	"RFU"	"Protein"	"20"	527.4	527.4	0.99172621	"PASS"	1.048	390	0.96135618	1.037	0.2
"seq.7743.5"	"7743-5"	3	"SL018245"	"Mitochondrial import inner membrane translocase subunit TIM50"	"TIM50"	"Q3ZCQ8"	"92609"	"TIMM50"	"Human"	"RFU"	"Protein"	"20"	346	346	0.99683088	"PASS"	0.955	223.6	1.26554499	0.941	0.2
"seq.7745.3"	"7745-3"	3	"SL008314"	"CDGSH iron-sulfur domain-containing protein 1"	"ZCD1"	"Q9NZ45"	"55847"	"CISD1"	"Human"	"RFU"	"Protein"	"20"	498.1	498.1	0.9415879	"PASS"	0.95	506.7	1.18991878	0.932	0.2
"seq.7746.230"	"7746-230"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	486.6	486.6	1.01480709	"PASS"	1.052	494	1.05943828	0.967	0.2
"seq.7747.47"	"7747-47"	3	"SL018268"	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial"	"NDUBB"	"Q9NX14"	"54539"	"NDUFB11"	"Human"	"RFU"	"Protein"	"20"	1929.6	1929.6	1.11177691	"PASS"	0.96	1906.2	1.1287511	0.985	0.2
"seq.7748.11"	"7748-11"	3	"SL008054"	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"	"NDUV2"	"P19404"	"4729"	"NDUFV2"	"Human"	"RFU"	"Protein"	"20"	1382	1382	1.00115908	"PASS"	0.916	1431.1	1.07960316	1.021	0.2
"seq.7751.121"	"7751-121"	3	"SL003769"	"Secreted frizzled-related protein 2"	"SARP-1"	"Q96HF1"	"6423"	"SFRP2"	"Human"	"RFU"	"Protein"	"20"	2114.9	2114.9	1.09819296	"PASS"	1.168	1686.2	1.09916325	1.134	0.2
"seq.7752.31"	"7752-31"	3	"SL018250"	"C-type lectin domain family 4 member D"	"CLC4D"	"Q8WXI8"	"338339"	"CLEC4D"	"Human"	"RFU"	"Protein"	"20"	1796.6	1796.6	1.11479275	"PASS"	1.038	1442.9	1.12993711	1.1	0.2
"seq.7753.21"	"7753-21"	3	"SL007633"	"Oxidoreductase HTATIP2"	"HTAI2"	"Q9BUP3"	"10553"	"HTATIP2"	"Human"	"RFU"	"Protein"	"20"	2636.6	2636.6	1.01286927	"PASS"	0.967	2705	1.03697003	0.996	0.2
"seq.7754.11"	"7754-11"	3	"SL007328"	"Protein jagged-1"	"JAG1"	"P78504"	"182"	"JAG1"	"Human"	"RFU"	"Protein"	"20"	431.1	431.1	1.02887828	"PASS"	0.979	372.6	1.02156398	0.988	0.2
"seq.7755.37"	"7755-37"	3	"SL018269"	"Integrin beta-5"	"ITB5"	"P18084"	"3693"	"ITGB5"	"Human"	"RFU"	"Protein"	"20"	985.6	985.6	1.06218342	"PASS"	0.996	791.3	1.10135211	0.949	0.2
"seq.7757.5"	"7757-5"	3	"SL018237"	"HLA class II histocompatibility antigen, DQ alpha 2 chain"	"DQA2"	"P01906"	"3118"	"HLA-DQA2"	"Human"	"RFU"	"Protein"	"20"	1196.2	1196.2	0.997332	"PASS"	0.951	1313.1	0.95360332	0.957	0.2
"seq.7758.217"	"7758-217"	3	"SL018240"	"RING finger protein 215"	"RN215"	"Q9Y6U7"	"200312"	"RNF215"	"Human"	"RFU"	"Protein"	"20"	1495.7	1495.7	0.98921958	"PASS"	0.966	1169	0.94491124	1.033	0.2
"seq.7761.125"	"7761-125"	3	"SL018256"	"Choline/ethanolamine kinase"	"CHKB"	"Q9Y259"	"1120"	"CHKB"	"Human"	"RFU"	"Protein"	"20"	2444.1	2444.1	0.99592519	"PASS"	1.01	1362.2	1.00278997	1.012	0.2
"seq.7762.30"	"7762-30"	3	"SL018263"	"Stannin"	"SNN"	"O75324"	"8303"	"SNN"	"Human"	"RFU"	"Protein"	"20"	150.1	150.1	0.90694864	"FLAG"	0.32	127.1	6.25416667	0.537	0.2
"seq.7763.25"	"7763-25"	3	"SL000637"	"Cadherin-11"	"Cadherin-11"	"P55287"	"1009"	"CDH11"	"Human"	"RFU"	"Protein"	"20"	792.9	792.9	1.09713574	"PASS"	1.067	693.6	1.09139711	1.15	0.2
"seq.7765.15"	"7765-15"	3	"SL000672"	"Integral membrane protein 2A"	"ITM2A"	"O43736"	"9452"	"ITM2A"	"Human"	"RFU"	"Protein"	"20"	1999.6	1999.6	1.16819536	"PASS"	0.974	1645	1.21778319	0.994	0.2
"seq.7766.25"	"7766-25"	3	"SL018241"	"Zona pellucida sperm-binding protein 4"	"ZP4"	"Q12836"	"57829"	"ZP4"	"Human"	"RFU"	"Protein"	"0.5"	1473.5	1473.5	0.95230401	"PASS"	1.024	1504.7	0.94558172	1.026	0.005
"seq.7767.1"	"7767-1"	3	"SL012589"	"Colipase-like protein 2"	"CF126"	"Q6UWE3"	"389383"	"CLPSL2"	"Human"	"RFU"	"Protein"	"20"	1102.2	1102.2	1.03834197	"PASS"	0.965	1022.7	1.19479675	1.033	0.2
"seq.7769.29"	"7769-29"	3	"SL018257"	"SH3 domain-binding protein 2"	"3BP2"	"P78314"	"6452"	"SH3BP2"	"Human"	"RFU"	"Protein"	"20"	457.5	457.5	0.98940311	"PASS"	0.975	521.4	0.9597231	1.003	0.2
"seq.7770.25"	"7770-25"	3	"SL013176"	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"	"NFU1"	"Q9UMS0"	"27247"	"NFU1"	"Human"	"RFU"	"Protein"	"20"	469.9	469.9	1.03891223	"PASS"	1.045	421.6	0.94490247	1.031	0.2
"seq.7773.20"	"7773-20"	3	"SL018238"	"Killer cell immunoglobulin-like receptor 2DL2"	"KI2L2"	"P43627"	"3803"	"KIR2DL2"	"Human"	"RFU"	"Protein"	"20"	10203.8	10203.8	0.96307692	"FLAG"	1.168	1495	0.87905442	1.307	0.2
"seq.7776.20"	"7776-20"	3	"SL008959"	"Netrin receptor UNC5B"	"UNC5B"	"Q8IZJ1"	"219699"	"UNC5B"	"Human"	"RFU"	"Protein"	"20"	11362.9	11362.9	0.96733523	"PASS"	0.931	12854.8	0.94020156	1.014	0.2
"seq.7778.104"	"7778-104"	3	"SL018264"	"Caspase recruitment domain-containing protein 19"	"BINCA"	"Q96LW7"	"84270"	"C9orf89"	"Human"	"RFU"	"Protein"	"20"	564.6	564.6	1.06850871	"PASS"	0.968	568.8	1.07954111	1.023	0.2
"seq.7779.86"	"7779-86"	3	"SL018230"	"Carbohydrate sulfotransferase 11"	"CHSTB"	"Q9NPF2"	"50515"	"CHST11"	"Human"	"RFU"	"Protein"	"20"	4275.6	4275.6	0.96178158	"PASS"	1.009	4654.7	0.90435298	1.006	0.2
"seq.7782.34"	"7782-34"	3	"SL012453"	"Epididymal secretory protein E3-beta"	"EP3B"	"P56851"	"64184"	"EDDM3B"	"Human"	"RFU"	"Protein"	"20"	378.1	378.1	1.01421674	"PASS"	1.008	384.5	0.96135266	1.009	0.2
"seq.7784.1"	"7784-1"	3	"SL017189"	"Kininogen-1"	"Kininogen, HMW"	"P01042"	"3827"	"KNG1"	"Human"	"RFU"	"Protein"	"0.005"	5787.3	5787.3	1.10759603	"PASS"	0.97	4629.9	1.10804136	0.982	5e-05
"seq.7785.1"	"7785-1"	3	"SL004142"	"Ephrin-B3"	"Ephrin-B3"	"Q15768"	"1949"	"EFNB3"	"Human"	"RFU"	"Protein"	"20"	776	776	0.98066473	"PASS"	1.032	1159.9	1.04343149	0.902	0.2
"seq.7786.83"	"7786-83"	3	"SL015109"	"C-type lectin domain family 2 member B"	"CLC2B"	"Q92478"	"9976"	"CLEC2B"	"Human"	"RFU"	"Protein"	"20"	709.7	709.7	1.03636098	"PASS"	0.968	700.3	1.1913715	0.905	0.2
"seq.7787.25"	"7787-25"	3	"SL018231"	"Leukocyte immunoglobulin-like receptor subfamily A member 5"	"LIRA5"	"A6NI73"	"353514"	"LILRA5"	"Human"	"RFU"	"Protein"	"0.5"	2757.5	2757.5	0.99642263	"PASS"	1.006	2525.6	0.94883353	1.009	0.005
"seq.7788.1"	"7788-1"	3	"SL005309"	"ATP synthase-coupling factor 6, mitochondrial"	"CF6"	"P18859"	"522"	"ATP5J"	"Human"	"RFU"	"Protein"	"20"	1258.2	1258.2	0.97557572	"PASS"	0.886	2131.3	1.0023102	0.957	0.2
